code,name,date
sh.601919,中远海控,2011-03-02
sh.601939,建设银行,2011-03-02
sh.601958,金钼股份,2011-03-02
sh.601988,中国银行,2011-03-02
sh.601989,中国重工,2011-03-02
sh.601998,中信银行,2011-03-02
sz.000001,平安银行,2011-03-02
sz.000002,万科A,2011-03-02
sz.000009,中国宝安,2011-03-02
sz.000012,南玻A,2011-03-02
sz.000021,深科技,2011-03-02
sz.000024,招商地产,2011-03-02
sz.000027,深圳能源,2011-03-02
sz.000031,中粮地产,2011-03-02
sz.000039,中集集团,2011-03-02
sz.000046,泛海控股,2011-03-02
sz.000059,华锦股份,2011-03-02
sz.000060,中金岭南,2011-03-02
sz.000061,农产品,2011-03-02
sz.000063,中兴通讯,2011-03-02
sz.000069,华侨城A,2011-03-02
sz.000100,TCL集团,2011-03-02
sz.000157,中联重科,2011-03-02
sz.000338,潍柴动力,2011-03-02
sz.000401,冀东水泥,2011-03-02
sz.000402,金融街,2011-03-02
sz.000422,*ST宜化,2011-03-02
sz.000423,东阿阿胶,2011-03-02
sz.000425,徐工机械,2011-03-02
sz.000527,美的电器,2011-03-02
sz.000528,柳工,2011-03-02
sz.000538,云南白药,2011-03-02
sz.000562,宏源证券,2011-03-02
sz.000568,泸州老窖,2011-03-02
sz.000612,焦作万方,2011-03-02
sz.000623,吉林敖东,2011-03-02
sz.000625,长安汽车,2011-03-02
sz.000630,铜陵有色,2011-03-02
sz.000651,格力电器,2011-03-02
sz.000652,泰达股份,2011-03-02
sz.000667,美好置业,2011-03-02
sz.000680,山推股份,2011-03-02
sz.000685,中山公用,2011-03-02
sz.000686,东北证券,2011-03-02
sz.000690,宝新能源,2011-03-02
sz.000709,河钢股份,2011-03-02
sz.000718,苏宁环球,2011-03-02
sz.000725,京东方A,2011-03-02
sz.000728,国元证券,2011-03-02
sz.000729,燕京啤酒,2011-03-02
sz.000758,中色股份,2011-03-02
sz.000768,中航飞机,2011-03-02
sz.000776,广发证券,2011-03-02
sz.000778,新兴铸管,2011-03-02
sz.000780,平庄能源,2011-03-02
sz.000783,长江证券,2011-03-02
sz.000792,盐湖股份,2011-03-02
sz.000800,一汽轿车,2011-03-02
sz.000807,云铝股份,2011-03-02
sz.000825,太钢不锈,2011-03-02
sz.000839,中信国安,2011-03-02
sz.000858,五粮液,2011-03-02
sz.000876,新希望,2011-03-02
sz.000878,云南铜业,2011-03-02
sz.000895,双汇发展,2011-03-02
sz.000898,鞍钢股份,2011-03-02
sz.000900,现代投资,2011-03-02
sz.000927,一汽夏利,2011-03-02
sz.000933,神火股份,2011-03-02
sz.000937,冀中能源,2011-03-02
sz.000951,中国重汽,2011-03-02
sz.000959,首钢股份,2011-03-02
sz.000960,锡业股份,2011-03-02
sz.000961,中南建设,2011-03-02
sz.000968,蓝焰控股,2011-03-02
sz.000969,安泰科技,2011-03-02
sz.000983,西山煤电,2011-03-02
sz.000999,华润三九,2011-03-02
sz.002001,新和成,2011-03-02
sz.002007,华兰生物,2011-03-02
sz.002024,苏宁易购,2011-03-02
sz.002028,思源电气,2011-03-02
sz.002092,中泰化学,2011-03-02
sz.002122,*ST天马,2011-03-02
sz.002128,露天煤业,2011-03-02
sz.002142,宁波银行,2011-03-02
sz.002146,荣盛发展,2011-03-02
sz.002155,湖南黄金,2011-03-02
sz.002202,金风科技,2011-03-02
sz.002242,九阳股份,2011-03-02
sz.002244,滨江集团,2011-03-02
sz.002294,信立泰,2011-03-02
sz.002304,洋河股份,2011-03-02
sz.002385,大北农,2011-03-02
sz.002399,海普瑞,2011-03-02
sz.002405,四维图新,2011-03-02
sz.002415,海康威视,2011-03-02
sz.002422,科伦药业,2011-03-02
sh.600000,浦发银行,2011-03-03
sh.600004,白云机场,2011-03-03
sh.600005,武钢股份,2011-03-03
sh.600006,东风汽车,2011-03-03
sh.600008,首创股份,2011-03-03
sh.600009,上海机场,2011-03-03
sh.600010,包钢股份,2011-03-03
sh.600015,华夏银行,2011-03-03
sh.600016,民生银行,2011-03-03
sh.600017,日照港,2011-03-03
sh.600018,上港集团,2011-03-03
sh.600019,宝钢股份,2011-03-03
sh.600026,中远海能,2011-03-03
sh.600028,中国石化,2011-03-03
sh.600029,南方航空,2011-03-03
sh.600030,中信证券,2011-03-03
sh.600031,三一重工,2011-03-03
sh.600033,福建高速,2011-03-03
sh.600036,招商银行,2011-03-03
sh.600037,歌华有线,2011-03-03
sh.600048,保利地产,2011-03-03
sh.600050,中国联通,2011-03-03
sh.600058,五矿发展,2011-03-03
sh.600062,华润双鹤,2011-03-03
sh.600066,宇通客车,2011-03-03
sh.600068,葛洲坝,2011-03-03
sh.600085,同仁堂,2011-03-03
sh.600087,退市长油,2011-03-03
sh.600089,特变电工,2011-03-03
sh.600096,云天化,2011-03-03
sh.600100,同方股份,2011-03-03
sh.600104,上汽集团,2011-03-03
sh.600108,亚盛集团,2011-03-03
sh.600109,国金证券,2011-03-03
sh.600111,北方稀土,2011-03-03
sh.600115,东方航空,2011-03-03
sh.600118,中国卫星,2011-03-03
sh.600123,兰花科创,2011-03-03
sh.600125,铁龙物流,2011-03-03
sh.600132,重庆啤酒,2011-03-03
sh.600143,金发科技,2011-03-03
sh.600150,*ST船舶,2011-03-03
sh.600151,航天机电,2011-03-03
sh.600153,建发股份,2011-03-03
sh.600161,天坛生物,2011-03-03
sh.600166,福田汽车,2011-03-03
sh.600169,太原重工,2011-03-03
sh.600170,上海建工,2011-03-03
sh.600177,雅戈尔,2011-03-03
sh.600183,生益科技,2011-03-03
sh.600188,兖州煤业,2011-03-03
sh.600196,复星医药,2011-03-03
sh.600208,新湖中宝,2011-03-03
sh.600210,紫江企业,2011-03-03
sh.600216,浙江医药,2011-03-03
sh.600219,南山铝业,2011-03-03
sh.600220,江苏阳光,2011-03-03
sh.600221,海航控股,2011-03-03
sh.600239,云南城投,2011-03-03
sh.600256,广汇能源,2011-03-03
sh.600266,北京城建,2011-03-03
sh.600269,赣粤高速,2011-03-03
sh.600271,航天信息,2011-03-03
sh.600276,恒瑞医药,2011-03-03
sh.600300,维维股份,2011-03-03
sh.600307,酒钢宏兴,2011-03-03
sh.600309,万华化学,2011-03-03
sh.600312,平高电气,2011-03-03
sh.600316,洪都航空,2011-03-03
sh.600320,振华重工,2011-03-03
sh.600325,华发股份,2011-03-03
sh.600331,宏达股份,2011-03-03
sh.600348,阳泉煤业,2011-03-03
sh.600350,山东高速,2011-03-03
sh.600352,浙江龙盛,2011-03-03
sh.600362,江西铜业,2011-03-03
sh.600369,西南证券,2011-03-03
sh.600376,首开股份,2011-03-03
sh.600380,健康元,2011-03-03
sh.600383,金地集团,2011-03-03
sh.600395,盘江股份,2011-03-03
sh.600406,国电南瑞,2011-03-03
sh.600415,小商品城,2011-03-03
sh.600418,江淮汽车,2011-03-03
sh.600428,中远海特,2011-03-03
sh.600432,退市吉恩,2011-03-03
sh.600456,宝钛股份,2011-03-03
sh.600481,双良节能,2011-03-03
sh.600489,中金黄金,2011-03-03
sh.600497,驰宏锌锗,2011-03-03
sh.600500,中化国际,2011-03-03
sh.600508,上海能源,2011-03-03
sh.600516,方大炭素,2011-03-03
sh.600517,置信电气,2011-03-03
sh.600518,康美药业,2011-03-03
sh.600519,贵州茅台,2011-03-03
sh.600528,中铁工业,2011-03-03
sh.600535,天士力,2011-03-03
sh.600546,山煤国际,2011-03-03
sh.600547,山东黄金,2011-03-03
sh.600549,厦门钨业,2011-03-03
sh.600550,保变电气,2011-03-03
sh.600582,天地科技,2011-03-03
sh.600583,海油工程,2011-03-03
sh.600585,海螺水泥,2011-03-03
sh.600588,用友网络,2011-03-03
sh.600595,中孚实业,2011-03-03
sh.600596,新安股份,2011-03-03
sh.600597,光明乳业,2011-03-03
sh.600598,北大荒,2011-03-03
sh.600600,青岛啤酒,2011-03-03
sh.600601,方正科技,2011-03-03
sh.600611,大众交通,2011-03-03
sh.600631,百联股份,2011-03-03
sh.600635,大众公用,2011-03-03
sh.600642,申能股份,2011-03-03
sh.600649,城投控股,2011-03-03
sh.600655,豫园股份,2011-03-03
sh.600657,信达地产,2011-03-03
sh.600660,福耀玻璃,2011-03-03
sh.600663,陆家嘴,2011-03-03
sh.600664,哈药股份,2011-03-03
sh.600674,川投能源,2011-03-03
sh.600675,中华企业,2011-03-03
sh.600690,青岛海尔,2011-03-03
sh.600694,大商股份,2011-03-03
sh.600703,三安光电,2011-03-03
sh.600717,天津港,2011-03-03
sh.600718,东软集团,2011-03-03
sh.600737,中粮糖业,2011-03-03
sh.600739,辽宁成大,2011-03-03
sh.600741,华域汽车,2011-03-03
sh.600748,上实发展,2011-03-03
sh.600779,水井坊,2011-03-03
sh.600795,国电电力,2011-03-03
sh.600804,鹏博士,2011-03-03
sh.600808,马钢股份,2011-03-03
sh.600809,山西汾酒,2011-03-03
sh.600811,东方集团,2011-03-03
sh.600812,华北制药,2011-03-03
sh.600823,世茂股份,2011-03-03
sh.600832,东方明珠,2011-03-03
sh.600837,海通证券,2011-03-03
sh.600839,四川长虹,2011-03-03
sh.600863,内蒙华电,2011-03-03
sh.600875,东方电气,2011-03-03
sh.600879,航天电子,2011-03-03
sh.600881,亚泰集团,2011-03-03
sh.600887,伊利股份,2011-03-03
sh.600893,航发动力,2011-03-03
sh.600895,张江高科,2011-03-03
sh.600900,长江电力,2011-03-03
sh.600970,中材国际,2011-03-03
sh.600997,开滦股份,2011-03-03
sh.600999,招商证券,2011-03-03
sh.601001,大同煤业,2011-03-03
sh.601006,大秦铁路,2011-03-03
sh.601009,南京银行,2011-03-03
sh.601088,中国神华,2011-03-03
sh.601099,太平洋,2011-03-03
sh.601101,昊华能源,2011-03-03
sh.601106,中国一重,2011-03-03
sh.601107,四川成渝,2011-03-03
sh.601111,中国国航,2011-03-03
sh.601117,中国化学,2011-03-03
sh.601139,深圳燃气,2011-03-03
sh.601158,重庆水务,2011-03-03
sh.601166,兴业银行,2011-03-03
sh.601168,西部矿业,2011-03-03
sh.601169,北京银行,2011-03-03
sh.601179,中国西电,2011-03-03
sh.601186,中国铁建,2011-03-03
sh.601268,*ST二重,2011-03-03
sh.601288,农业银行,2011-03-03
sh.601299,中国北车,2011-03-03
sh.601318,中国平安,2011-03-03
sh.601328,交通银行,2011-03-03
sh.601333,广深铁路,2011-03-03
sh.601369,陕鼓动力,2011-03-03
sh.601390,中国中铁,2011-03-03
sh.601398,工商银行,2011-03-03
sh.601600,中国铝业,2011-03-03
sh.601601,中国太保,2011-03-03
sh.601607,上海医药,2011-03-03
sh.601618,中国中冶,2011-03-03
sh.601628,中国人寿,2011-03-03
sh.601666,平煤股份,2011-03-03
sh.601668,中国建筑,2011-03-03
sh.601688,华泰证券,2011-03-03
sh.601699,潞安环能,2011-03-03
sh.601727,上海电气,2011-03-03
sh.601766,中国中车,2011-03-03
sh.601788,光大证券,2011-03-03
sh.601808,中海油服,2011-03-03
sh.601818,光大银行,2011-03-03
sh.601857,中国石油,2011-03-03
sh.601866,中远海发,2011-03-03
sh.601877,正泰电器,2011-03-03
sh.601888,中国国旅,2011-03-03
sh.601898,中煤能源,2011-03-03
sh.601899,紫金矿业,2011-03-03
sh.601918,新集能源,2011-03-03
sh.601919,中远海控,2011-03-03
sh.601939,建设银行,2011-03-03
sh.601958,金钼股份,2011-03-03
sh.601988,中国银行,2011-03-03
sh.601989,中国重工,2011-03-03
sh.601998,中信银行,2011-03-03
sz.000001,平安银行,2011-03-03
sz.000002,万科A,2011-03-03
sz.000009,中国宝安,2011-03-03
sz.000012,南玻A,2011-03-03
sz.000021,深科技,2011-03-03
sz.000024,招商地产,2011-03-03
sz.000027,深圳能源,2011-03-03
sz.000031,中粮地产,2011-03-03
sz.000039,中集集团,2011-03-03
sz.000046,泛海控股,2011-03-03
sz.000059,华锦股份,2011-03-03
sz.000060,中金岭南,2011-03-03
sz.000061,农产品,2011-03-03
sz.000063,中兴通讯,2011-03-03
sz.000069,华侨城A,2011-03-03
sz.000100,TCL集团,2011-03-03
sz.000157,中联重科,2011-03-03
sz.000338,潍柴动力,2011-03-03
sz.000401,冀东水泥,2011-03-03
sz.000402,金融街,2011-03-03
sz.000422,*ST宜化,2011-03-03
sz.000423,东阿阿胶,2011-03-03
sz.000425,徐工机械,2011-03-03
sz.000527,美的电器,2011-03-03
sz.000528,柳工,2011-03-03
sz.000538,云南白药,2011-03-03
sz.000562,宏源证券,2011-03-03
sz.000568,泸州老窖,2011-03-03
sz.000612,焦作万方,2011-03-03
sz.000623,吉林敖东,2011-03-03
sz.000625,长安汽车,2011-03-03
sz.000630,铜陵有色,2011-03-03
sz.000651,格力电器,2011-03-03
sz.000652,泰达股份,2011-03-03
sz.000667,美好置业,2011-03-03
sz.000680,山推股份,2011-03-03
sz.000685,中山公用,2011-03-03
sz.000686,东北证券,2011-03-03
sz.000690,宝新能源,2011-03-03
sz.000709,河钢股份,2011-03-03
sz.000718,苏宁环球,2011-03-03
sz.000725,京东方A,2011-03-03
sz.000728,国元证券,2011-03-03
sz.000729,燕京啤酒,2011-03-03
sz.000758,中色股份,2011-03-03
sz.000768,中航飞机,2011-03-03
sz.000776,广发证券,2011-03-03
sz.000778,新兴铸管,2011-03-03
sz.000780,平庄能源,2011-03-03
sz.000783,长江证券,2011-03-03
sz.000792,盐湖股份,2011-03-03
sz.000800,一汽轿车,2011-03-03
sz.000807,云铝股份,2011-03-03
sz.000825,太钢不锈,2011-03-03
sz.000839,中信国安,2011-03-03
sz.000858,五粮液,2011-03-03
sz.000876,新希望,2011-03-03
sz.000878,云南铜业,2011-03-03
sz.000895,双汇发展,2011-03-03
sz.000898,鞍钢股份,2011-03-03
sz.000900,现代投资,2011-03-03
sz.000927,一汽夏利,2011-03-03
sz.000933,神火股份,2011-03-03
sz.000937,冀中能源,2011-03-03
sz.000951,中国重汽,2011-03-03
sz.000959,首钢股份,2011-03-03
sz.000960,锡业股份,2011-03-03
sz.000961,中南建设,2011-03-03
sz.000968,蓝焰控股,2011-03-03
sz.000969,安泰科技,2011-03-03
sz.000983,西山煤电,2011-03-03
sz.000999,华润三九,2011-03-03
sz.002001,新和成,2011-03-03
sz.002007,华兰生物,2011-03-03
sz.002024,苏宁易购,2011-03-03
sz.002028,思源电气,2011-03-03
sz.002092,中泰化学,2011-03-03
sz.002122,*ST天马,2011-03-03
sz.002128,露天煤业,2011-03-03
sz.002142,宁波银行,2011-03-03
sz.002146,荣盛发展,2011-03-03
sz.002155,湖南黄金,2011-03-03
sz.002202,金风科技,2011-03-03
sz.002242,九阳股份,2011-03-03
sz.002244,滨江集团,2011-03-03
sz.002294,信立泰,2011-03-03
sz.002304,洋河股份,2011-03-03
sz.002385,大北农,2011-03-03
sz.002399,海普瑞,2011-03-03
sz.002405,四维图新,2011-03-03
sz.002415,海康威视,2011-03-03
sz.002422,科伦药业,2011-03-03
sh.600000,浦发银行,2011-03-28
sh.600004,白云机场,2011-03-28
sh.600005,武钢股份,2011-03-28
sh.600006,东风汽车,2011-03-28
sh.600008,首创股份,2011-03-28
sh.600009,上海机场,2011-03-28
sh.600010,包钢股份,2011-03-28
sh.600015,华夏银行,2011-03-28
sh.600016,民生银行,2011-03-28
sh.600017,日照港,2011-03-28
sh.600018,上港集团,2011-03-28
sh.600019,宝钢股份,2011-03-28
sh.600026,中远海能,2011-03-28
sh.600028,中国石化,2011-03-28
sh.600029,南方航空,2011-03-28
sh.600030,中信证券,2011-03-28
sh.600031,三一重工,2011-03-28
sh.600033,福建高速,2011-03-28
sh.600036,招商银行,2011-03-28
sh.600037,歌华有线,2011-03-28
sh.600048,保利地产,2011-03-28
sh.600050,中国联通,2011-03-28
sh.600058,五矿发展,2011-03-28
sh.600062,华润双鹤,2011-03-28
sh.600066,宇通客车,2011-03-28
sh.600068,葛洲坝,2011-03-28
sh.600085,同仁堂,2011-03-28
sh.600087,退市长油,2011-03-28
sh.600089,特变电工,2011-03-28
sh.600096,云天化,2011-03-28
sh.600100,同方股份,2011-03-28
sh.600104,上汽集团,2011-03-28
sh.600108,亚盛集团,2011-03-28
sh.600109,国金证券,2011-03-28
sh.600111,北方稀土,2011-03-28
sh.600115,东方航空,2011-03-28
sh.600118,中国卫星,2011-03-28
sh.600123,兰花科创,2011-03-28
sh.600125,铁龙物流,2011-03-28
sh.600132,重庆啤酒,2011-03-28
sh.600143,金发科技,2011-03-28
sh.600150,*ST船舶,2011-03-28
sh.600151,航天机电,2011-03-28
sh.600153,建发股份,2011-03-28
sh.600161,天坛生物,2011-03-28
sh.600166,福田汽车,2011-03-28
sh.600169,太原重工,2011-03-28
sh.600170,上海建工,2011-03-28
sh.600177,雅戈尔,2011-03-28
sh.600183,生益科技,2011-03-28
sh.600188,兖州煤业,2011-03-28
sh.600196,复星医药,2011-03-28
sh.600208,新湖中宝,2011-03-28
sh.600210,紫江企业,2011-03-28
sh.600216,浙江医药,2011-03-28
sh.600219,南山铝业,2011-03-28
sh.600220,江苏阳光,2011-03-28
sh.600221,海航控股,2011-03-28
sh.600239,云南城投,2011-03-28
sh.600256,广汇能源,2011-03-28
sh.600266,北京城建,2011-03-28
sh.600269,赣粤高速,2011-03-28
sh.600271,航天信息,2011-03-28
sh.600276,恒瑞医药,2011-03-28
sh.600300,维维股份,2011-03-28
sh.600307,酒钢宏兴,2011-03-28
sh.600309,万华化学,2011-03-28
sh.600312,平高电气,2011-03-28
sh.600316,洪都航空,2011-03-28
sh.600320,振华重工,2011-03-28
sh.600325,华发股份,2011-03-28
sh.600331,宏达股份,2011-03-28
sh.600348,阳泉煤业,2011-03-28
sh.600350,山东高速,2011-03-28
sh.600352,浙江龙盛,2011-03-28
sh.600362,江西铜业,2011-03-28
sh.600369,西南证券,2011-03-28
sh.600376,首开股份,2011-03-28
sh.600380,健康元,2011-03-28
sh.600383,金地集团,2011-03-28
sh.600395,盘江股份,2011-03-28
sh.600406,国电南瑞,2011-03-28
sh.600415,小商品城,2011-03-28
sh.600418,江淮汽车,2011-03-28
sh.600428,中远海特,2011-03-28
sh.600432,退市吉恩,2011-03-28
sh.600456,宝钛股份,2011-03-28
sh.600481,双良节能,2011-03-28
sh.600489,中金黄金,2011-03-28
sh.600497,驰宏锌锗,2011-03-28
sh.600500,中化国际,2011-03-28
sh.600508,上海能源,2011-03-28
sh.600516,方大炭素,2011-03-28
sh.600517,置信电气,2011-03-28
sh.600518,康美药业,2011-03-28
sh.600519,贵州茅台,2011-03-28
sh.600528,中铁工业,2011-03-28
sh.600535,天士力,2011-03-28
sh.600546,山煤国际,2011-03-28
sh.600547,山东黄金,2011-03-28
sh.600549,厦门钨业,2011-03-28
sh.600550,保变电气,2011-03-28
sh.600582,天地科技,2011-03-28
sh.600583,海油工程,2011-03-28
sh.600585,海螺水泥,2011-03-28
sh.600588,用友网络,2011-03-28
sh.600595,中孚实业,2011-03-28
sh.600596,新安股份,2011-03-28
sh.600597,光明乳业,2011-03-28
sh.600598,北大荒,2011-03-28
sh.600600,青岛啤酒,2011-03-28
sh.600601,方正科技,2011-03-28
sh.600611,大众交通,2011-03-28
sh.600631,百联股份,2011-03-28
sh.600635,大众公用,2011-03-28
sh.600642,申能股份,2011-03-28
sh.600649,城投控股,2011-03-28
sh.600655,豫园股份,2011-03-28
sh.600657,信达地产,2011-03-28
sh.600660,福耀玻璃,2011-03-28
sh.600663,陆家嘴,2011-03-28
sh.600664,哈药股份,2011-03-28
sh.600674,川投能源,2011-03-28
sh.600675,中华企业,2011-03-28
sh.600690,青岛海尔,2011-03-28
sh.600694,大商股份,2011-03-28
sh.600703,三安光电,2011-03-28
sh.600717,天津港,2011-03-28
sh.600718,东软集团,2011-03-28
sh.600737,中粮糖业,2011-03-28
sh.600739,辽宁成大,2011-03-28
sh.600741,华域汽车,2011-03-28
sh.600748,上实发展,2011-03-28
sh.600779,水井坊,2011-03-28
sh.600795,国电电力,2011-03-28
sh.600804,鹏博士,2011-03-28
sh.600808,马钢股份,2011-03-28
sh.600809,山西汾酒,2011-03-28
sh.600811,东方集团,2011-03-28
sh.600812,华北制药,2011-03-28
sh.600823,世茂股份,2011-03-28
sh.600832,东方明珠,2011-03-28
sh.600837,海通证券,2011-03-28
sh.600839,四川长虹,2011-03-28
sh.600863,内蒙华电,2011-03-28
sh.600875,东方电气,2011-03-28
sh.600879,航天电子,2011-03-28
sh.600881,亚泰集团,2011-03-28
sh.600887,伊利股份,2011-03-28
sh.600893,航发动力,2011-03-28
sh.600895,张江高科,2011-03-28
sh.600900,长江电力,2011-03-28
sh.600970,中材国际,2011-03-28
sh.600997,开滦股份,2011-03-28
sh.600999,招商证券,2011-03-28
sh.601001,大同煤业,2011-03-28
sh.601006,大秦铁路,2011-03-28
sh.601009,南京银行,2011-03-28
sh.601088,中国神华,2011-03-28
sh.601099,太平洋,2011-03-28
sh.601101,昊华能源,2011-03-28
sh.601106,中国一重,2011-03-28
sh.601107,四川成渝,2011-03-28
sh.601111,中国国航,2011-03-28
sh.601117,中国化学,2011-03-28
sh.601139,深圳燃气,2011-03-28
sh.601158,重庆水务,2011-03-28
sh.601166,兴业银行,2011-03-28
sh.601168,西部矿业,2011-03-28
sh.601169,北京银行,2011-03-28
sh.601179,中国西电,2011-03-28
sh.601186,中国铁建,2011-03-28
sh.601268,*ST二重,2011-03-28
sh.601288,农业银行,2011-03-28
sh.601299,中国北车,2011-03-28
sh.601318,中国平安,2011-03-28
sh.601328,交通银行,2011-03-28
sh.601333,广深铁路,2011-03-28
sh.601369,陕鼓动力,2011-03-28
sh.601390,中国中铁,2011-03-28
sh.601398,工商银行,2011-03-28
sh.601600,中国铝业,2011-03-28
sh.601601,中国太保,2011-03-28
sh.601607,上海医药,2011-03-28
sh.601618,中国中冶,2011-03-28
sh.601628,中国人寿,2011-03-28
sh.601666,平煤股份,2011-03-28
sh.601668,中国建筑,2011-03-28
sh.601688,华泰证券,2011-03-28
sh.601699,潞安环能,2011-03-28
sh.601727,上海电气,2011-03-28
sh.601766,中国中车,2011-03-28
sh.601788,光大证券,2011-03-28
sh.601808,中海油服,2011-03-28
sh.601818,光大银行,2011-03-28
sh.601857,中国石油,2011-03-28
sh.601866,中远海发,2011-03-28
sh.601877,正泰电器,2011-03-28
sh.601888,中国国旅,2011-03-28
sh.601898,中煤能源,2011-03-28
sh.601899,紫金矿业,2011-03-28
sh.601918,新集能源,2011-03-28
sh.601919,中远海控,2011-03-28
sh.601939,建设银行,2011-03-28
sh.601958,金钼股份,2011-03-28
sh.601988,中国银行,2011-03-28
sh.601989,中国重工,2011-03-28
sh.601998,中信银行,2011-03-28
sz.000001,平安银行,2011-03-28
sz.000002,万科A,2011-03-28
sz.000009,中国宝安,2011-03-28
sz.000012,南玻A,2011-03-28
sz.000021,深科技,2011-03-28
sz.000024,招商地产,2011-03-28
sz.000027,深圳能源,2011-03-28
sz.000031,中粮地产,2011-03-28
sz.000039,中集集团,2011-03-28
sz.000046,泛海控股,2011-03-28
sz.000059,华锦股份,2011-03-28
sz.000060,中金岭南,2011-03-28
sz.000061,农产品,2011-03-28
sz.000063,中兴通讯,2011-03-28
sz.000069,华侨城A,2011-03-28
sz.000100,TCL集团,2011-03-28
sz.000157,中联重科,2011-03-28
sz.000338,潍柴动力,2011-03-28
sz.000401,冀东水泥,2011-03-28
sz.000402,金融街,2011-03-28
sz.000422,*ST宜化,2011-03-28
sz.000423,东阿阿胶,2011-03-28
sz.000425,徐工机械,2011-03-28
sz.000527,美的电器,2011-03-28
sz.000528,柳工,2011-03-28
sz.000538,云南白药,2011-03-28
sz.000562,宏源证券,2011-03-28
sz.000568,泸州老窖,2011-03-28
sz.000612,焦作万方,2011-03-28
sz.000623,吉林敖东,2011-03-28
sz.000625,长安汽车,2011-03-28
sz.000630,铜陵有色,2011-03-28
sz.000651,格力电器,2011-03-28
sz.000652,泰达股份,2011-03-28
sz.000667,美好置业,2011-03-28
sz.000680,山推股份,2011-03-28
sz.000685,中山公用,2011-03-28
sz.000686,东北证券,2011-03-28
sz.000690,宝新能源,2011-03-28
sz.000709,河钢股份,2011-03-28
sz.000718,苏宁环球,2011-03-28
sz.000725,京东方A,2011-03-28
sz.000728,国元证券,2011-03-28
sz.000729,燕京啤酒,2011-03-28
sz.000758,中色股份,2011-03-28
sz.000768,中航飞机,2011-03-28
sz.000776,广发证券,2011-03-28
sz.000778,新兴铸管,2011-03-28
sz.000780,平庄能源,2011-03-28
sz.000783,长江证券,2011-03-28
sz.000792,盐湖股份,2011-03-28
sz.000800,一汽轿车,2011-03-28
sz.000807,云铝股份,2011-03-28
sz.000825,太钢不锈,2011-03-28
sz.000839,中信国安,2011-03-28
sz.000858,五粮液,2011-03-28
sz.000876,新希望,2011-03-28
sz.000878,云南铜业,2011-03-28
sz.000895,双汇发展,2011-03-28
sz.000898,鞍钢股份,2011-03-28
sz.000900,现代投资,2011-03-28
sz.000927,一汽夏利,2011-03-28
sz.000933,神火股份,2011-03-28
sz.000937,冀中能源,2011-03-28
sz.000951,中国重汽,2011-03-28
sz.000959,首钢股份,2011-03-28
sz.000960,锡业股份,2011-03-28
sz.000961,中南建设,2011-03-28
sz.000968,蓝焰控股,2011-03-28
sz.000969,安泰科技,2011-03-28
sz.000983,西山煤电,2011-03-28
sz.000999,华润三九,2011-03-28
sz.002001,新和成,2011-03-28
sz.002007,华兰生物,2011-03-28
sz.002024,苏宁易购,2011-03-28
sz.002028,思源电气,2011-03-28
sz.002092,中泰化学,2011-03-28
sz.002122,*ST天马,2011-03-28
sz.002128,露天煤业,2011-03-28
sz.002142,宁波银行,2011-03-28
sz.002146,荣盛发展,2011-03-28
sz.002155,湖南黄金,2011-03-28
sz.002202,金风科技,2011-03-28
sz.002242,九阳股份,2011-03-28
sz.002244,滨江集团,2011-03-28
sz.002294,信立泰,2011-03-28
sz.002304,洋河股份,2011-03-28
sz.002385,大北农,2011-03-28
sz.002399,海普瑞,2011-03-28
sz.002405,四维图新,2011-03-28
sz.002415,海康威视,2011-03-28
sz.002422,科伦药业,2011-03-28
sh.600000,浦发银行,2011-09-01
sh.600004,白云机场,2011-09-01
sh.600005,武钢股份,2011-09-01
sh.600008,首创股份,2011-09-01
sh.600009,上海机场,2011-09-01
sh.600010,包钢股份,2011-09-01
sh.600015,华夏银行,2011-09-01
sh.600016,民生银行,2011-09-01
sh.600018,上港集团,2011-09-01
sh.600019,宝钢股份,2011-09-01
sh.600026,中远海能,2011-09-01
sh.600028,中国石化,2011-09-01
sh.600029,南方航空,2011-09-01
sh.600030,中信证券,2011-09-01
sh.600031,三一重工,2011-09-01
sh.600036,招商银行,2011-09-01
sh.600037,歌华有线,2011-09-01
sh.600048,保利地产,2011-09-01
sh.600050,中国联通,2011-09-01
sh.600058,五矿发展,2011-09-01
sh.600062,华润双鹤,2011-09-01
sh.600066,宇通客车,2011-09-01
sh.600068,葛洲坝,2011-09-01
sh.600085,同仁堂,2011-09-01
sh.600089,特变电工,2011-09-01
sh.600096,云天化,2011-09-01
sh.600100,同方股份,2011-09-01
sh.600104,上汽集团,2011-09-01
sh.600108,亚盛集团,2011-09-01
sh.600109,国金证券,2011-09-01
sh.600111,北方稀土,2011-09-01
sh.600115,东方航空,2011-09-01
sh.600118,中国卫星,2011-09-01
sh.600123,兰花科创,2011-09-01
sh.600125,铁龙物流,2011-09-01
sh.600132,重庆啤酒,2011-09-01
sh.600143,金发科技,2011-09-01
sh.600150,*ST船舶,2011-09-01
sh.600151,航天机电,2011-09-01
sh.600153,建发股份,2011-09-01
sh.600161,天坛生物,2011-09-01
sh.600166,福田汽车,2011-09-01
sh.600169,太原重工,2011-09-01
sh.600170,上海建工,2011-09-01
sh.600177,雅戈尔,2011-09-01
sh.600183,生益科技,2011-09-01
sh.600188,兖州煤业,2011-09-01
sh.600196,复星医药,2011-09-01
sh.600208,新湖中宝,2011-09-01
